Time,BVP
0.0,-0.03482714843432259
0.0014286394590218583,-0.05174833571767761
0.0028572789180437166,0.10012293890579657
0.004285918377065575,0.07996778098977235
0.005714557836087433,-0.05099431172360033
0.007143197295109292,-0.047735584613223955
0.00857183675413115,0.01170160576550209
0.010000476213153009,0.079647003374887
0.011429115672174866,-0.013551410876496021
0.012857755131196724,0.08759257229337777
0.014286394590218583,-0.005186676611220825
0.01571503404924044,0.057604749319319776
0.0171436735082623,0.06277874830524491
0.018572312967284156,0.1533388296220507
0.020000952426306017,0.009446517265307208
0.021429591885327875,0.09648797958024086
0.022858231344349732,0.021737683572868413
0.02428687080337159,0.09989295109097548
0.025715510262393448,0.12963677210547914
0.02714414972141531,0.07154224604493979
0.028572789180437166,0.1317749429582751
0.030001428639459024,0.1900678618189199
0.03143006809848088,0.1351090610756783
0.03285870755750274,0.1141688066571785
0.0342873470165246,0.23340511284558163
0.035715986475546455,0.09001939109876005
0.03714462593456831,0.23943110243407023
0.03857326539359018,0.2781068410082099
0.040001904852612034,0.16657502658913143
0.04143054431163389,0.1316708505079718
0.04285918377065575,0.23584711207096856
0.04428782322967761,0.17205791342355448
0.045716462688699465,0.20816736698033828
0.04714510214772132,0.16496775276100686
0.04857374160674318,0.2752175698539123
0.05000238106576504,0.20142403442220708
0.051431020524786895,0.21750043899813037
0.05285965998380875,0.18202126278514114
0.05428829944283062,0.20782219889781572
0.055716938901852475,0.30157402126083965
0.05714557836087433,0.30527397190240013
0.05857421781989619,0.2644470046617324
0.06000285727891805,0.32858387326801924
0.061431496737939906,0.32918614408026886
0.06286013619696176,0.3492728520462419
0.06428877565598362,0.21858494780176418
0.06571741511500548,0.2625444366133737
0.06714605457402734,0.21478517407486677
0.0685746940330492,0.324737646404334
0.07000333349207105,0.2373255989708507
0.07143197295109291,0.28433063918442514
0.07286061241011477,0.32252900486885977
0.07428925186913662,0.22367235309953998
0.07571789132815848,0.3983614684669199
0.07714653078718035,0.38236277645270655
0.07857517024620221,0.3460819980741353
0.08000380970522407,0.4774265423732341
0.08143244916424593,0.37612615720394804
0.08286108862326778,0.28372850304283814
0.08428972808228964,0.3055571359420066
0.0857183675413115,0.34966955557329205
0.08714700700033336,0.40608462044512594
0.08857564645935521,0.32036674102675927
0.09000428591837707,0.3013126051556418
0.09143292537739893,0.5274383630238275
0.09286156483642079,0.45794150642938874
0.09429020429544265,0.4054229484083163
0.0957188437544645,0.40490130742314545
0.09714748321348636,0.49307365725562824
0.09857612267250822,0.3687679733746167
0.10000476213153008,0.36705696074541133
0.10143340159055193,0.3788006124375157
0.10286204104957379,0.41643070368093765
0.10429068050859565,0.4243823147354518
0.1057193199676175,0.36751285165308717
0.10714795942663938,0.42996529639502273
0.10857659888566124,0.37344561539018656
0.11000523834468309,0.39477759213452773
0.11143387780370495,0.38409339333752485
0.11286251726272681,0.43172402604088117
0.11429115672174867,0.3385340005167947
0.11571979618077052,0.551180298855861
0.11714843563979238,0.3510566628913079
0.11857707509881424,0.42319179142691343
0.1200057145578361,0.5881941665141526
0.12143435401685795,0.5345990866216305
0.12286299347587981,0.4443697159683205
0.12429163293490167,0.518417828338745
